stmt_id,date,amount,reference_number,narration,type
S00391,2026-08-08,30676.48,pay_2mSse3gUcI7o2M,RAZORPAY SETTLEMENT/pay_2mSse3gUcI7o2M/MITTER-SAMI,CREDIT
S00135,2026-08-09,3029.15,pay_2ieKKCGLhPQsgA,IMPS/pay_2ieKKCGLhPQsgA/AGRAWAL-CHAD,CREDIT
S00156,2026-08-09,9359.1,pay_XCUNELYOAdNYq5,UPI/pay_XCUNELYOAdNYq5/ZACHARIA-OZA/PAYMENT,CREDIT
S00173,2026-08-09,5068.59,pay_6fW4qiHiswBZpS,"IMPS/pay_6fW4qiHiswBZpS/KANT,DESAIANDBASAK",CREDIT
S00184,2026-08-09,4143.39,pay_dn3LjMFbrqqrmf,UPI/pay_dn3LjMFbrqqrmf/MISHRA-VARTY/PAYMENT,CREDIT
S00221,2026-08-09,249.0,pay_cXyhxIPO0IYa52,MERCHANT CR pay_cXyhxIPO0IYa52 NANDAANDSONS CARD,CREDIT
S00246,2026-08-09,1248.41,pay_dx3AyQ0RBs8D9t,MERCHANT CR pay_dx3AyQ0RBs8D9t CHATTERJEE-WALI UPI,CREDIT
S00280,2026-08-09,6330.87,pay_kBXRpKVufKA81q,IMPS/pay_kBXRpKVufKA81q/DIXITANDSONS,CREDIT
S00281,2026-08-09,11235.82,,MERCHANT CR pay_SI2UCASK7kf804 WASONINC CARD,CREDIT
S00303,2026-08-09,89727.29,,UPI/pay_YeUFu7expUJW0u/RAU-SONI/PAYMENT,CREDIT
S00305,2026-08-09,2719.45,pay_PIwMJU9pmUMZpE,"MERCHANT CR pay_PIwMJU9pmUMZpE DARA,DESHPANDEANDK WALLET",CREDIT
S00388,2026-08-09,4535.44,pay_r2ARfVYa,UPI/pay_r2ARfVYa/MITRAANDSONS/PAYMENT,CREDIT
S00389,2026-08-09,4533.94,pay_r2ARfVYa,UPI/pay_r2ARfVYa/MITRAANDSONS/PAYMENT,CREDIT
S00406,2026-08-09,8431.12,pay_OLPdWPYEb7QAXb,RAZORPAY SETTLEMENT/pay_OLPdWPYEb7QAXb/PATLA-RANA,CREDIT
S00046,2026-08-10,9575.92,pay_14sNcn0c57dcZI,"RAZORPAY SETTLEMENT/pay_14sNcn0c57dcZI/GREWAL,DEOLANDDEVI",CREDIT
S00095,2026-08-10,3340.11,pay_gcGiKVO48Ppkl7,"IMPS/pay_gcGiKVO48Ppkl7/SULE,SRINIVASANAND",CREDIT
S00136,2026-08-10,-3029.15,pay_2ieKKCGLhPQsgA,REVERSAL/pay_2ieKKCGLhPQsgA/AGRAWAL-CHAD/REFUND,DEBIT
S00178,2026-08-10,5693.52,pay_c2W60qwsfWdAXt,MERCHANT CR pay_c2W60qwsfWdAXt TAILORINC UPI,CREDIT
S00242,2026-08-10,11147.79,MGGTlx1Gbf,IMPS/MGGTlx1Gbf/SARNAANDSONS,CREDIT
S00302,2026-08-10,3404.38,pay_dLznFDx59bGdJp,RAZORPAY SETTLEMENT/pay_dLznFDx59bGdJp/KIBEGROUP,CREDIT
S00330,2026-08-10,51342.08,pay_gVfi7loUobvPn2,MERCHANT CR pay_gVfi7loUobvPn2 SANT-RATTAN WALLET,CREDIT
S00018,2026-08-11,9215.33,pay_Z8GCg6vo0t6AeA,RAZORPAY SETTLEMENT/pay_Z8GCg6vo0t6AeA/GANESANLLC,CREDIT
S00116,2026-08-11,3459.96,pay_Be2hgQJJKQSmww,UPI/pay_Be2hgQJJKQSmww/DAVELLC/PAYMENT,CREDIT
S00121,2026-08-11,7402.69,pay_iQ4C9yRmWPlAF4,RAZORPAY SETTLEMENT/pay_iQ4C9yRmWPlAF4/GANESHLTD,CREDIT
S00125,2026-08-11,1564.22,pay_fQiBlRakd2psuM,"IMPS/pay_fQiBlRakd2psuM/CHOPRA,DESHPANDEAN",CREDIT
S00144,2026-08-11,59713.22,pay_Pd3IlPaNlDi9vI,RAZORPAY SETTLEMENT/pay_Pd3IlPaNlDi9vI/SRIVASTAVA-KAPOOR,CREDIT
S00189,2026-08-11,4839.2,pay_zymja7DWh8YInT,MERCHANT CR pay_zymja7DWh8YInT NARULA-BATH WALLET,CREDIT
S00205,2026-08-11,26376.18,setl_ljEPH65wjmRGXs,RAZORPAY SETTLEMENT setl_ljEPH65wjmRGXs BATCH OF 4 DASHPLC,CREDIT
S00234,2026-08-11,4804.43,pay_GUYtiZUl,UPI/pay_GUYtiZUl/VARUGHESE-DASH/PAYMENT,CREDIT
S00235,2026-08-11,4806.43,pay_GUYtiZUl,UPI/pay_GUYtiZUl/VARUGHESE-DASH/PAYMENT,CREDIT
S00304,2026-08-11,3146.73,pay_eSymNwZFYGvxzq,"UPI/pay_eSymNwZFYGvxzq/ANDRA,WADHWAANDBOR/PAYMENT",CREDIT
S00306,2026-08-11,9343.21,pay_lQJxvIJjown10w,UPI/pay_lQJxvIJjown10w/BHALLA-SUR/PAYMENT,CREDIT
S00378,2026-08-11,1670.66,pay_u2duqiSMv8Yxac,IMPS/pay_u2duqiSMv8Yxac/TATAPLC,CREDIT
S00002,2026-08-12,12983.01,pay_2K77r9rf,"UPI/pay_2K77r9rf/RAMAKRISHNAN,RAGHA/PAYMENT",CREDIT
S00003,2026-08-12,12984.51,pay_2K77r9rf,"UPI/pay_2K77r9rf/RAMAKRISHNAN,RAGHA/PAYMENT",CREDIT
S00014,2026-08-12,7352.24,pay_BR7d1yTqhbeBXG,RAZORPAY SETTLEMENT/pay_BR7d1yTqhbeBXG/PAREKH-RAMESH,CREDIT
S00086,2026-08-12,5255.75,pay_timB6Yq21HmEat,IMPS/pay_timB6Yq21HmEat/PRADHAN-TANK,CREDIT
S00292,2026-08-12,15220.79,setl_jSczMtXJLBOZA2,RAZORPAY SETTLEMENT setl_jSczMtXJLBOZA2 BATCH OF 2 CHAUDHRYLTD,CREDIT
S00329,2026-08-12,9468.54,pay_vSbrk6qwKYPBQG,IMPS/pay_vSbrk6qwKYPBQG/VYAS-HARI,CREDIT
S00013,2026-08-13,3655.7,pay_8f0Dy7uITozeQt,NEFT-ICIC-pay_8f0Dy7uITozeQt-GANGULY-VARUGHESE,CREDIT
S00023,2026-08-13,4106.32,pay_Gii4mdEmy0dxig,"UPI/pay_Gii4mdEmy0dxig/SEKHON,SACHDEVAAND/PAYMENT",CREDIT
S00024,2026-08-13,16506.49,pay_2nkgI4IDAyzK2A,NEFT-ICIC-pay_2nkgI4IDAyzK2A-KOTHARILLC,CREDIT
S00058,2026-08-13,5801.95,pay_HcvDVhx2T7SaLJ,UPI/pay_HcvDVhx2T7SaLJ/DAYAL-BADAMI/PAYMENT,CREDIT
S00162,2026-08-13,31392.34,pay_USp3NglOO4AfXc,UPI/pay_USp3NglOO4AfXc/ACHARYAINC/PAYMENT,CREDIT
S00219,2026-08-13,7132.9,pay_9pKH2FQiEX8VDG,IMPS/pay_9pKH2FQiEX8VDG/BARAD-SOOD,CREDIT
S00361,2026-08-13,3674.77,pay_GWEdld0TlPbVqN,RAZORPAY SETTLEMENT/pay_GWEdld0TlPbVqN/CHEEMAANDSONS,CREDIT
S00404,2026-08-13,1338.73,pay_mo6nLRIrRbulb6,NEFT-AXIS-pay_mo6nLRIrRbulb6-LALLA-SAMRA,CREDIT
S00030,2026-08-14,14180.91,pay_chyU2yHiKSVImJ,"RAZORPAY SETTLEMENT/pay_chyU2yHiKSVImJ/SANGHVI,JAYARAMANA",CREDIT
S00035,2026-08-14,26870.4,pay_hDcpJJ4ibiibwO,"MERCHANT CR pay_hDcpJJ4ibiibwO CHOUDHURY,SUNDARAM UPI",CREDIT
S00047,2026-08-14,1520.54,pay_sF0k4ga4M6lVxL,"MERCHANT CR pay_sF0k4ga4M6lVxL BORA,DUBEANDBOSE UPI",CREDIT
S00048,2026-08-14,2316.08,pay_20ohrWTGQ3mMvY,"RAZORPAY SETTLEMENT/pay_20ohrWTGQ3mMvY/PRAKASH,CHAUDHURIA",CREDIT
S00212,2026-08-14,1824.11,pay_uOBMyAognLy03u,IMPS/pay_uOBMyAognLy03u/GULATI-BAIL,CREDIT
S00251,2026-08-14,2448.07,pay_v5QI8KaIm81pdG,"MERCHANT CR pay_v5QI8KaIm81pdG TIWARI,DEVIANDDESA CARD",CREDIT
S00256,2026-08-14,3158.77,pay_rvJjnsMdpyLEmr,"UPI/pay_rvJjnsMdpyLEmr/BORRA,SABHARWALAND/PAYMENT",CREDIT
S00270,2026-08-14,1456.22,pay_dpJPKK9a4Oe1kO,"NEFT-KKBK-pay_dpJPKK9a4Oe1kO-KOSHY,VIRKANDNAZAR",CREDIT
S00290,2026-08-14,23191.07,pay_OMyN6g0jfTAhmx,"IMPS/pay_OMyN6g0jfTAhmx/PAI,BRAHMBHATTANDB",CREDIT
S00358,2026-08-14,3665.67,pay_MyxpQHo1lVSQjy,IMPS/pay_MyxpQHo1lVSQjy/SAHOTA-NORI,CREDIT
S00223,2026-08-15,16014.6,pay_UiZrYjwgY7nqxk,NEFT-YESB-pay_UiZrYjwgY7nqxk-NARAINLTD,CREDIT
S00240,2026-08-15,-3091.46,pay_tdrO44SJ8X80lp,REVERSAL/pay_tdrO44SJ8X80lp/LUTHRA-GARA/REFUND,DEBIT
S00337,2026-08-15,5143.94,pay_FmLfO287OcxBXj,RAZORPAY SETTLEMENT/pay_FmLfO287OcxBXj/JOHALINC,CREDIT
S00238,2026-08-16,4380.7,pay_s7NbLGxN767YiR,"RAZORPAY SETTLEMENT/pay_s7NbLGxN767YiR/MITTAL,MALLICKANDD",CREDIT
S00398,2026-08-16,465.35,pay_F6pc48WAxcnvrE,UPI/pay_F6pc48WAxcnvrE/KAUL-RATTI/PAYMENT,CREDIT
S00031,2026-08-17,1995.71,setl_1bKufMG7oQQnhE,"RAZORPAY SETTLEMENT setl_1bKufMG7oQQnhE BATCH OF 2 SANGHA,SURANDK",CREDIT
S00157,2026-08-17,1599.14,pay_UzqScEOgLSOdpu,MERCHANT CR pay_UzqScEOgLSOdpu DAS-KRISHNA NETBANKING,CREDIT
S00227,2026-08-17,2368.37,pay_CamtSWyBw4vDZX,"RAZORPAY SETTLEMENT/pay_CamtSWyBw4vDZX/SWAMINATHAN,BOSEAN",CREDIT
S00413,2026-08-17,1350.32,pay_Ip5TZvfTxqneVK,"UPI/pay_Ip5TZvfTxqneVK/DHAWAN,KASHYAPANDS/PAYMENT",CREDIT
S00380,2026-08-19,9704.07,pay_RWmJiXoSNAtAN2,"UPI/pay_RWmJiXoSNAtAN2/VENKATARAMAN,PANDE/PAYMENT",CREDIT
