stmt_id,date,amount,reference_number,narration,type
S00197,2026-08-09,10012.2,pay_UXpnTBqtBvae9K,RAZORPAY SETTLEMENT/pay_UXpnTBqtBvae9K/BHALLA-LOKE,CREDIT
S00251,2026-08-09,1165.35,pay_tSaVOHzZazPRbi,RAZORPAY SETTLEMENT/pay_tSaVOHzZazPRbi/ANNE-KADAKIA,CREDIT
S00271,2026-08-09,16066.81,pay_iNHxnyHFvjyT4s,MERCHANT CR pay_iNHxnyHFvjyT4s KASHYAP-PANDIT WALLET,CREDIT
S00300,2026-08-09,16512.81,pay_sCKe6ZvrWGNQPB,"NEFT-ICIC-pay_sCKe6ZvrWGNQPB-DEO,TATAANDDAS",CREDIT
S00338,2026-08-09,42645.72,pay_Mb52CdmxUpiDdE,NEFT-SBIN-pay_Mb52CdmxUpiDdE-KALITAGROUP,CREDIT
S00356,2026-08-09,25385.71,pay_PRzYD3L9Ly1YDe,"NEFT-SBIN-pay_PRzYD3L9Ly1YDe-NAGAR,KIBEANDCHAUD",CREDIT
S00405,2026-08-09,-7851.4,cbk_Gug1296S7t6Tsj,CHARGEBACK DEBIT cbk_Gug1296S7t6Tsj DISPUTE RAISED,DEBIT
S00003,2026-08-10,2295.87,pay_VdI7y67wadoWOM,MERCHANT CR pay_VdI7y67wadoWOM KARNIK-BORA NEFT,CREDIT
S00056,2026-08-10,4372.89,pay_YEOb7pFIwtsm4X,UPI/pay_YEOb7pFIwtsm4X/LOYALPLC/PAYMENT,CREDIT
S00066,2026-08-10,1199.16,pay_J9W67jC4FNSy4d,"IMPS/pay_J9W67jC4FNSy4d/GROVER,BOASEANDBAI",CREDIT
S00073,2026-08-10,14124.22,pay_uLurDXo8XhPqYj,IMPS/pay_uLurDXo8XhPqYj/BATRA-BALASUBRAMAN,CREDIT
S00084,2026-08-10,1325.35,pay_iiFZ1OkaKZk95j,MERCHANT CR pay_iiFZ1OkaKZk95j ZACHARIA-BADAL WALLET,CREDIT
S00199,2026-08-10,23934.57,pay_lfiQvVWprY4mBW,IMPS/pay_lfiQvVWprY4mBW/SARAF-SAXENA,CREDIT
S00231,2026-08-10,1662.87,pay_EzJfLZuhtOXIvd,"MERCHANT CR pay_EzJfLZuhtOXIvd BANERJEE,CONTRACTO NETBANKING",CREDIT
S00266,2026-08-10,1219.74,pay_dOfGHtSlEz5rWt,"MERCHANT CR pay_dOfGHtSlEz5rWt LAD,BARADANDGOYAL IMPS",CREDIT
S00354,2026-08-10,13103.8,pay_n44nQw33hi3taN,NEFT-AXIS-pay_n44nQw33hi3taN-SHENOY-DUGAR,CREDIT
S00370,2026-08-10,2987.57,pay_dAH8qz3JElo4jJ,NEFT-KKBK-pay_dAH8qz3JElo4jJ-VENKATARAMANANDSON,CREDIT
S00384,2026-08-10,5772.37,pay_86WYUPVvSFO7zv,UPI/pay_86WYUPVvSFO7zv/KEERGROUP/PAYMENT,CREDIT
S00007,2026-08-11,5118.66,pay_O4Zoy2gxg27I3f,NEFT-SBIN-pay_O4Zoy2gxg27I3f-VAIDYA-BADAMI,CREDIT
S00050,2026-08-11,4639.29,pay_WrZGkDXTPbfpU8,"RAZORPAY SETTLEMENT/pay_WrZGkDXTPbfpU8/TANEJA,CHOUDHRYAND",CREDIT
S00068,2026-08-11,10991.11,pay_XutUrYuxbDoxsK,IMPS/pay_XutUrYuxbDoxsK/GREWALPLC,CREDIT
S00163,2026-08-11,11976.52,pay_s2pG6kYs60Btfx,IMPS/pay_s2pG6kYs60Btfx/SHUKLA-TALWAR,CREDIT
S00208,2026-08-11,2334.69,pay_jvwCkjJuidqd39,IMPS/pay_jvwCkjJuidqd39/SATHELLC,CREDIT
S00211,2026-08-11,5916.7,pay_pw3rFvvH98TpKY,"MERCHANT CR pay_pw3rFvvH98TpKY RAMAKRISHNAN,ISSAC NEFT",CREDIT
S00361,2026-08-11,5852.71,pay_1T9OdVU33E8OzG,RAZORPAY SETTLEMENT/pay_1T9OdVU33E8OzG/SAMRAGROUP,CREDIT
S00376,2026-08-11,7946.33,pay_gly435ycTaw7p1,"RAZORPAY SETTLEMENT/pay_gly435ycTaw7p1/SASTRY,GHOSEANDRAN",CREDIT
S00403,2026-08-11,14765.88,setl_foBhYtYlgK0Y0Z,"RAZORPAY PAYOUT setl_foBhYtYlgK0Y0Z PART 1 OF 2 NAYAR,KRISHNAA",DEBIT
S00008,2026-08-12,12768.0,pay_BhMmv8DrwirZZx,RAZORPAY SETTLEMENT/pay_BhMmv8DrwirZZx/BALAKRISHNAN-NARAI,CREDIT
S00164,2026-08-12,3191.75,pay_By0EzpCi7ZU8Ar,"MERCHANT CR pay_By0EzpCi7ZU8Ar PARMER,BATTAANDRAV NETBANKING",CREDIT
S00315,2026-08-12,12124.32,pay_AIl41ESKWdHhw4,IMPS/pay_AIl41ESKWdHhw4/BATTA-PATIL,CREDIT
S00404,2026-08-12,13270.05,setl_yOrMZT1o2mRZuc,"RAZORPAY PAYOUT setl_yOrMZT1o2mRZuc PART 2 OF 2 NAYAR,KRISHNAA",DEBIT
S00116,2026-08-13,3844.11,pay_nap3w14D6adEz8,"NEFT-AXIS-pay_nap3w14D6adEz8-SRINIVASAN,SAWHNEY",CREDIT
S00194,2026-08-13,4131.67,pay_X5AVRfe3YBFQvl,IMPS/pay_X5AVRfe3YBFQvl/CHHABRAINC,CREDIT
S00195,2026-08-13,4774.58,setl_rhvwFQdEEErpBn,RAZORPAY SETTLEMENT setl_rhvwFQdEEErpBn BATCH OF 2 SIBAL-TARA,CREDIT
S00301,2026-08-13,8725.64,pay_wGV0EILdXDqPXu,RAZORPAY SETTLEMENT/pay_wGV0EILdXDqPXu/JOSHI-SIDHU,CREDIT
S00346,2026-08-13,2139.74,pay_Vmef0MuNUclsSG,MERCHANT CR pay_Vmef0MuNUclsSG KALALTD IMPS,CREDIT
S00401,2026-08-13,2473.84,pay_eAaT2wyjdcdIlR,MERCHANT CR pay_eAaT2wyjdcdIlR JOHAL-BHAKTA WALLET,CREDIT
S00051,2026-08-14,-4639.29,pay_WrZGkDXTPbfpU8,"REVERSAL/pay_WrZGkDXTPbfpU8/TANEJA,CHOUDHRYA/REFUND",DEBIT
S00058,2026-08-14,3437.4,pay_VmnqJlIrNSljEf,"NEFT-YESB-pay_VmnqJlIrNSljEf-UPPAL,SACHDEVAANDM",CREDIT
S00183,2026-08-14,2046.69,pay_tDRS81YKupSVcr,MERCHANT CR pay_tDRS81YKupSVcr ANAND-BALA IMPS,CREDIT
S00190,2026-08-14,9947.21,pay_zTn8uBCJcyiNml,"MERCHANT CR pay_zTn8uBCJcyiNml RAMACHANDRAN,TANKA WALLET",CREDIT
S00330,2026-08-14,9065.41,pay_Gq3Uz4GOIEQbit,UPI/pay_Gq3Uz4GOIEQbit/PARMAR-TRIVEDI/PAYMENT,CREDIT
S00337,2026-08-14,2490.33,pay_mbCyV1OgYvo2qP,RAZORPAY SETTLEMENT/pay_mbCyV1OgYvo2qP/SHARMA-VENKATESH,CREDIT
S00368,2026-08-14,9923.99,pay_ApXQrApVs1KxYO,UPI/pay_ApXQrApVs1KxYO/KATAINC/PAYMENT,CREDIT
S00400,2026-08-14,10033.64,pay_d9SB1co8gqH7X7,"NEFT-AXIS-pay_d9SB1co8gqH7X7-MAJUMDAR,NAGARANDM",CREDIT
S00035,2026-08-15,10706.72,pay_oEoHQVvBtEMZaV,UPI/pay_oEoHQVvBtEMZaV/SHANKERPLC/PAYMENT,CREDIT
S00101,2026-08-15,57411.64,pay_roQes9dWGMf0OG,NEFT-YESB-pay_roQes9dWGMf0OG-SRINIVASAN-CHADHA,CREDIT
S00165,2026-08-15,3736.68,pay_DN51dpkApWOSMY,RAZORPAY SETTLEMENT/pay_DN51dpkApWOSMY/SHARAFGROUP,CREDIT
S00175,2026-08-15,4291.27,pay_GJ0LpK4sh1lqvf,"UPI/pay_GJ0LpK4sh1lqvf/SWAMINATHAN,SHAHAN/PAYMENT",CREDIT
S00177,2026-08-15,624.03,pay_lNzugOCQp3vrxY,NEFT-AXIS-pay_lNzugOCQp3vrxY-AGRAWAL-SARAF,CREDIT
S00189,2026-08-15,5696.22,pay_HLZ6Mk0D1yIPMm,RAZORPAY SETTLEMENT/pay_HLZ6Mk0D1yIPMm/DAS-MAMMEN,CREDIT
S00206,2026-08-15,4206.24,pay_1XNheggE6k1ORg,"RAZORPAY SETTLEMENT/pay_1XNheggE6k1ORg/BATH,SEKHONANDMUKH",CREDIT
S00221,2026-08-15,4748.64,pay_n2Q0M76Mey1tyx,IMPS/pay_n2Q0M76Mey1tyx/SUBRAMANIAN-SHANKE,CREDIT
S00262,2026-08-15,12198.97,pay_RKgj4XpkXZkaVH,NEFT-SBIN-pay_RKgj4XpkXZkaVH-TATAPLC,CREDIT
S00083,2026-08-16,644.09,pay_KeD94IMVH11DNK,UPI/pay_KeD94IMVH11DNK/GREWALANDSONS/PAYMENT,CREDIT
S00112,2026-08-16,19165.68,pay_mmOqKovHaVfrmR,"RAZORPAY SETTLEMENT/pay_mmOqKovHaVfrmR/VOHRA,MALHOTRAANDV",CREDIT
S00229,2026-08-16,7144.99,pay_hGdA8pl6ONTn1X,UPI/pay_hGdA8pl6ONTn1X/REDDY-SACHAR/PAYMENT,CREDIT
S00281,2026-08-16,1982.6,pay_WkPtPC3gxcN7p1,IMPS/pay_WkPtPC3gxcN7p1/SAMILLC,CREDIT
S00312,2026-08-16,34100.3,setl_btEVUT9INH2PQQ,RAZORPAY SETTLEMENT setl_btEVUT9INH2PQQ BATCH OF 4 BIRPLC,CREDIT
S00377,2026-08-16,10482.58,pay_vvdhjHCnuE4w4F,NEFT-AXIS-pay_vvdhjHCnuE4w4F-PAI-MAHAJAN,CREDIT
S00174,2026-08-17,4830.52,setl_KcVEWUbcIMvN9o,RAZORPAY SETTLEMENT setl_KcVEWUbcIMvN9o BATCH OF 2 VAIDYAPLC,CREDIT
